NORMA,ART,APT,OPC,PTOS,CALIF,INFRACCION,MULTA,RESPONS,COMENTARIO,MATERIA
CIR,"035
018","1
-",5A,0,Grave076.-C),"CIRCULARPORUNCARRILDEALTAOCUPACIÓN,CONUNNÚMERODEOCUPANTES,INCLUIDOELCONDUCTOR,INFERIORALESTABLECIDO.(VAO)","200.0
100.0",Conductor,"NOTA:LaAutoridadcompetentedeterminarálostramosdelaredviariaenlosquefuncionaráncarrilesreservadosparaVAO,fijarálascondicionesdeutilizaciónypublicará,reglamentariamente,larelacióndetramosdelaredviaria
enlosquesehabiliten.",BUS-VAO
CIR,"035
018","2
-",5B,6,"Muygrave077.-
F)","CIRCULARPORUNCARRILDEALTAOCUPACIÓN,ENSENTIDOCONTRARIOALESTABLECIDO(VAO)","500.0
250.0",Conductor,"NOTA:Lautilizacióndelcarrilocarrileshabilitadosparavehículosconaltaocupaciónquedalimitadaamotocicletas,turismosyvehículosmixtosadaptables,quecumplanlosrequisitosparaserconsiderados
VAO.",SENTIDOCONTRARIO
CIR,"036
017","1
1",5A,0,Grave076.-C),"NOCIRCULARPORELARCÉNTRANSITABLEDESUDERECHAELCONDUCTORDELVEHÍCULORESEÑADOESTANDOOBLIGADOAUTILIZARLO(DEBENCIRCULARPORELARCÉNDESUDERECHA,TOTALOPARCIALMENTE:LOSVEHICULOSDETRACCIÓNANIMAL,LOSVEHÍCULOSESPECIALESCONMMANOSUPERIORA3.500KG,LOSCICLOSYCICLOMOTORES,LOSVEHÍCULOSPARAPERSONASDEMOVILIDAD
REDUCIDA)","200.0
100.0",Conductor,"NOTA:losvehículosenseguimientodeciclistas,losvehículoscuyaMMAnoexcedade3.500kgque,porrazonesdeemergencia,lohaganavelocidadanormalmentereducida,perturbandoconellogravementelacirculación.",ARCÉN
CIR,"036
017","2
2",5A,0,Grave076.-Z),"CIRCULARENPOSICIÓNPARALELACONOTROVEHÍCULO,TENIENDOAMBOSPROHIBIDADICHAFORMADECIRCULAR(CONEXCEPCIÓNDELASBICICLETASQUEPODRÁNHACERLOENCOLUMNADEA2,ORILLÁNDOSETODOLOPOSIBLEALEXTREMODERECHODELAVÍAYCOLOCÁNDOSEENHILERAENTRAMOSSINVISIBILIDAD,YCUANDOFORMENAGLOMERACIONESDE
TRÁFICO.)","200.0
100.0",Conductor,"NOTA:Enlasautovíassólopodráncircularporelarcén,sininvadirlacalzadaenningúncaso.Losciclomotorespodráncircularencolumnadeadosporelarcén,cuandoseatransitableéste,sininvadirlacalzadaenningúncaso.",CONDUCC.NEGLIGENTE
CIR,"037
018","1
-",5B,0,Grave076.-C),"CIRCULARPORUNAVÍACERRADAALTRÁFICOOPORUNODESUSTRAMOS,VULNERANDOLAPROHIBICIÓNTOTALOPARCIALDEACCESOALMISMOPORPARTEDELAAUTORIDADCOMPETENTE,PORRAZONESDEFLUIDEZOSEGURIDADDELA
CIRCULACIÓN","200.0
100.0",Conductor,"NOTA:CUANDOSEVULNERENLASRESTRICCIONESESTABLECIDASPORLARESOLUCIÓNANUALDELADGTDEMEDIDASESPECIALES,SEDENUNCIARÁPORLOSARTS.
39.2.5AY39.5.5ADELRGCirc",LIMITACIONESALACIRCULACIÓN
CIR,"037
018","2
-",5A,0,Leve,"CIRCULARPORUNAVÍACONTRAVINIENDOLARESTRICCIÓNOLIMITACIÓNDECIRCULACIÓNADETERMINADOSVEHÍCULOSORDENADAPORLAAUTORIDADCOMPETENTEPARAEVITARELENTORPECIMIENTODEAQUELLA(PARAAQUELLOSSUPUESTOSENQUELACONTRAVENCIÓNVULNERADANOSEREFIEREAUNAORDENACIÓNESPECIALDELTRÁFICOPORRAZONESDESEGURIDADO
FLUIDEZDELACIRCULACIÓN)","80.0
40.0",Conductor,"NOTA:CUANDOSEVULNERENLASRESTRICCIONESESTABLECIDASPORLARESOLUCIÓNANUALDELADGTDEMEDIDASESPECIALES,SEDENUNCIARÁPORLOSARTS.
39.2.5AY39.5.5ADELRGCirc",LIMITACIONESALACIRCULACIÓN
CIR,"037
018","3
-",5A,0,Grave076.-C),"CERRARALACIRCULACIÓNDEUNAVÍASINESTARELMISMOEXPRÉSAMENTEAUTORIZADOPORELORGANISMOAUTÓNOMOJEFATURACENTRALDETRÁFICOO,ENSUCASO,PORLAAUTORIDADAUTONÓMICAOLOCALRESPONSABLEDELAREGULACIÓNDEL
TRÁFICO.","200.0
100.0",AutorOrganización,"NOTA:Aplicableatodosaquelloscierresalacirculacióndeunavíaquenoesténmotivadospordeficienciasfísicasdelainfraestructuraoporlarealizacióndeobrasenésta,circunstanciaséstasquepodríansuponerlavulneracióndelanormativadecarreterasy/oseguridadciudadana.",LIMITACIONESALACIRCULACIÓN
CIR,"037
018","4
-",5A,0,Grave076.-C),"INCUMPLIRELORGANOPETICIONARIO,LASINSTRUCCIONESFIJADASPORLAAUTORIDADRESPONSABLEDELAREGULACIÓNDELTRÁFICO,CONMOTIVODELESTABLECIMIENTODERESTRICCIONESOLIMITACIONESALACIRCULACIÓNPORRAZONESDESEGURIDADOFLUIDEZVIAL.(HABRÁDEESPECIFICARSEELCONCRETOOBJETODELINCUMPLIMENTODETECTADO,ASÍCOMOLOSEFECTOSPRODUCIDOSPORELMISMO,ALOBJETODEPODERGRADUARENLADEBIDAFORMALASANCIÓNAIMPONERPORDICHA
                                                                                                                            CONDUCTA.)                                                                                                                                       ","200.0
100.0",Organización,,LIMITACIONESALACIRCULACIÓN
CIR,"038

020","


1

1","



5A","



0","


Grave076.-X)","CIRCULARPORAUTOPISTASOAUTOVÍASCONVEHÍCULOSCONLOSQUEESTÁEXPRESAMENTEPROHIBIDO(SUPUESTOREFERIDOACIRCULACIÓNCONVEHÍCULOSDETRACCIÓNANIMAL,BICICLETAS,CICLOMOTORESYVEHÍCULOSPARAPERSONAS
DEMOVILIDADREDUCIDA)","


200.0

100.0",Conductor,,"



AUTOPISTA
-AUTOVÍA"
CIR,"038

021","

2

5","


5A","


0","


Leve","NOABANDONARUNA
AUTOPISTAOAUTOVÍAPORLAPRIMERASALIDAELCONDUCTORDELVEHÍCULORESEÑADOCUANDOPORRAZONESDEEMERGENCIASEVEAOBLIGADOACIRCULARAVELOCIDADANORMALMENTEREDUCIDA","

80.0

40.0",Conductor,,"


AUTOPISTA
-AUTOVÍA"
CIR,"038

066","

3

1","


5A","


0","

Muygrave077.-
L)","CIRCULARPORAUTOPISTAO
AUTOVÍACONELVEHÍCULOESPECIALRESEÑADOOENRÉGIMENDETRANSPORTEESPECIAL,QUEEXCEDEDELASMASASYDIMENSIONESESTABLECIDASPARALOSVEHÍCULOS,CARECIENDODEAUTORIZACIÓN.","

500.0

250.0",Titular,,"

MASASYDIMENSIONES"
CIR,"038

021","


3

5","



5B","



0","


Grave076.-X)","CIRCULARPORAUTOPISTAO
AUTOVÍAVEHÍCULOESPECIALRESEÑADOOENRÉGIMENTRANSPORTEESPECIAL,SINEXCESODEMASASODIMENSIONESREGLAMENTARIAS,YQUEPORSUSCARACTERISTICASNOPUEDEDESARROLLARVELOCIDADSUPERIORA60KM/HENLLANO.","


200.0

100.0",Conductor,"NOTA:Habrádecomprobarse,enaquelloscasosdevehículosespecialesotransportesespecialesquenoexcedandedichasmasas,quecumplanlascondicionesqueseseñalanenelAnexoIIIdelRGCirc.,asícomoelGrupo2dedichoAnexoIIIenloconcernientealosvehículosespecialesagrícolasysusconjuntos.","



AUTOPISTA
-AUTOVÍA"
CIR,"
038

021","
4

5","

5A","

0","
Grave076.-X)","CIRCULARPORTRAVESÍA,VÍA
INTERURBANA,AUTOPISTAYAUTOVÍAQUETRANSCURRENDENTRODEPOBLADO,ASÍCOMOENTÚNELESURBANOS,CONVEHÍCULOS
DEMOVILIDADPERSONAL.	","
200.0

100.0",Conductor,"
NOTA:NuevoapartadointroducidoporRD970/2020,de10denoviembre,demodificacióndelRGCirculación,conentradaenvigorapartirdel2deenerode2021.","

AUTOPISTA

-AUTOVÍA"
CIR,"





039

018","





2

-","






5A","






0","





Grave076.-C)","CIRCULARCONELVEHICULORESEÑADODENTRODELOSITINERARIOSYPLAZOSOBJETODELASRESTRICCIONESIMPUESTASPORLAAUTORIDADCOMPETENTE.(SEDEBERÁDENUNCIARPORESTEHECHOSOLOENELSUPUESTODEQUENOSEAPOSIBLEQUEELINTERESADOOBTENGAUNAAUTORIZACIÓNESPECIAL.ENCASOCONTRARIO,SEDENUNCIARÁPOREL
ARTÍCULO39.5.5ACIRC.)","





200.0

100.0",Conductor,,"




LIMITACIONESALACIRCULACIÓN"
CIR,"


039

018","


4

-","



5A","



4","


Grave076.-J)",CIRCULARCONTRAVINIENDOLASRESTRICCIONESTEMPORALESALACIRCULACIÓNIMPUESTASPORLOSAGENTESENCARGADOSDELAVIGILANCIADELTRÁFICOPARALOGRARUNAMAYORFLUIDEZYSEGURIDADENLACIRCULACIÓN,"


200.0

100.0",Conductor,"NOTA:Encasosimprevistos,oporcircunstanciasexcepcionales,cuandoseestimenecesarioparalograrunamayorfluidezoseguridaddelacirculación,seránlosagentesdelaautoridadresponsabledelavigilanciaydisciplinadeltráficolosque,duranteeltiemponecesario,determinenlasrestricciones,adoptandoslas
medidasoportunas.","


LIMITACIONESALACIRCULACIÓN"
CIR,"


039

018","


5

-","



5A","



0","


Muygrave077.-
L)","CIRCULARCONELVEHÍCULORESEÑADODENTRODELOSITINERARIOSYPLAZOSOBJETODELASRESTRICCIONESIMPUESTASPORLAAUTORIDADCOMPETENTE,CARECIENDODELAAUTORIZACIÓNESPECIAL
CORRESPONDIENTE	","


500.0

250.0","Titular

Arrendatarioalargoplazo","
NOTA:LaDGTpublicaunaResoluciónanualsobremedidasespecialesdecirculación,que,igualmente,medidaigualmenteadoptadaconigualperiodicidadporotrasAdministracionesensuámbitodecompetencia.","



LIMITACIONESALACIRCULACIÓN"
CIR,"040

043","1

2","
5A","
0",Grave076.-E),CIRCULARPORUNCARRILREVERSIBLESINLLEVARENCENDIDOELALUMBRADODECRUCE,"200.0

100.0",Conductor,,"
ALUMBRADO"
CIR,"
040

018","
2

-","

5A","

6","
Muygrave077.-
F)","CIRCULARPORUNCARRILREVERSIBLEENSENTIDOCONTRARIOALESTIPULADO(VÁLIDOPARACUALQUIERCARRILREVERSIBLE,
EXCEPTOVAO)	","
500.0

250.0",Conductor,,"


SENTIDOCONTRARIO"
CIR,"041

018","

1

-","


5A","


0","

Grave076.-C)",CIRCULARCONUNVEHÍCULONOAUTORIZADOREGLAMENTARIAMENTEPORUNCARRILHABILITADOPARALACIRCULACIÓNENSENTIDOCONTRARIOALHABITUALDEBIDAMENTESEÑALIZADO,"

200.0

100.0",Conductor,"NOTA:Lautilizacióndeloscarrileshabilitadosparalacirculacionensentidocontrarioalhabitual,porrazóndefluidezdelamisma,quedalimitadaalasmotocicletasyturismos,salvoqueseanobrasenlacalzadalasquemotivental
habilitación.","

UTILIZACIÓNCARRILES"
CIR,"





041

043","





1

2","






5C","






0","





Grave076.-E)","CIRCULARPORUNCARRILHABILITADOPARALACIRCULACIÓNENSENTIDOCONTRARIOALHABITUALSINLLEVARENCENDIDOELALUMBRADODECRUCE(COMOOBLIGACIONESADICIONALESENESTOSSUPUESTOSNOSENCONTRAMOSCONQUE,LOSCONDUCTORESQUECIRCULENPORUNODEESTOSCARRILESDISPUESTOPARASUUTILIZACIÓNENSENTIDOCONTRARIOALHABITUALOPORUNCARRIL
ADICIONAL,)","





200.0

100.0",Conductor,"




NOTA:loharánaunavelocidadmáximade80km/hyaunamínimade60(oinferioressiasíestuvieraestablecidooespecíficamenteseñalizado).","






ALUMBRADO"
CIR,"

041

043","

1

2","


5D","


0","

Grave076.-E)","CIRCULARPORUNCARRIL
DESTINADOALSENTIDONORMALDECIRCULACIÓN,CONTIGUOALHABILITADOPARALACIRCULACIÓNENSENTIDOCONTRARIO,SINLLEVARENCENDIDOELALUMBRADODECRUCE","

200.0

100.0",Conductor,"
NOTA:Losconductoresquecirculenporunodeestoscarrilesdeberánllevarencendida,almenos,laluzdecortoalcanceocruce,tantodedíacomodenoche.","


ALUMBRADO"
CIR,"

041

018","

1

-","


5E","


0","

Grave076.-M)","DESPLAZARSE
LATERALMENTEAUNCARRILCONTIGUODESTINADOALSENTIDONORMALDELACIRCULACIÓNDESDEOTROCARRILHABILITADOPARALACIRCULACIÓNALSENTIDOCONTRARIOALHABITUAL","

200.0

100.0",Conductor,,"

UTILIZACIÓNCARRILES"
CIR,"

041

018","

1

-","


5F","


0","

Grave076.-M)","DESPLAZARSE
LATERALMENTEAUNCARRILCONTIGUODESTINADOALSENTIDOCONTRARIOALHABITUALDELACIRCULACIÓNDESDEOTROCARRILHABILITADOPARALACIRCULACIÓNALSENTIDONORMAL","

200.0

100.0",Conductor,,"

UTILIZACIÓNCARRILES"
CIR,"
041

018","
1

-","

5G","

0","
Grave076.-C)","CIRCULARALTERANDOLOS
ELEMENTOSDEBALIZAMIENTOPERMANENTESOMÓVILESDEUNCARRILDESTINADOALUSOCONTRARIOALHABITUAL","
200.0

100.0",Conductor,"NOTA:Silaalteraciónfueradetipo
leve,talconductapodríaserconsideradacomoconstitutivadedistracciónodefaltadeatenciónqueseríadenunciadacomovulneracióndelartículo18.1,opción5CdelRGCirc.","


BALIZAMIENTO"
CIR,"





041

018","





1

-","






5H","






6","





Muygrave077.-
F)","CIRCULARENSENTIDOCONTRARIOALESTIPULADOENUNACALZADAENLAQUELAAUTORIDADCOMPETENTEDELAREGULACIÓNDELTRÁFICOHAYAHABILITADOCARRILESPARASUUTILIZACIÓNENSENTIDOCONTRARIOALHABITUAL(SEDENUNCÍARÁNPORESTECONCEPTO,TANTOALOSQUECIRCULANDOPORELCARRILHABILITADOINVADENELCONTIGUOENSENTIDOCONTRARIO,COMOLOSQUECIRCULANDOPORÉSTE
INVADENELHABILITADO)	","





500.0

250.0",Conductor,,"







SENTIDOCONTRARIO"
CIR,"
042

043","
1

2","

5A","

0","
Grave076.-E)","CIRCULARPORUNCARRILADICIONALDECIRCULACIÓNBALIZADOSINLLEVARENCENDIDOELALUMBRADO
DECRUCE","
200.0

100.0",Conductor,,"
ALUMBRADO"
CIR,"

042

018","

1

-","


5B","


0","

Grave076.-M)","DESPLAZARSELATERALMENTEAUNCARRILDESTINADOALSENTIDONORMALDELACIRCULACIÓNDESDEUNCARRILADICIONAL,INVADIENDOEL
SENTIDOCONTRARIO","

200.0

100.0",Conductor,,"

UTILIZACIÓNCARRILES"
CIR,"

042

018","

1

-","


5C","


0","

Grave076.-M)","DESPLAZARSELATERALMENTEDESDEUNCARRILDESENTIDONORMALDECIRCULACIÓNAUNCARRILADICIONAL,INVADIENDOELSENTIDO
CONTRARIO","

200.0

100.0",Conductor,,"

UTILIZACIÓNCARRILES"
CIR,"042

018","1

-","
5D","
6","Muygrave077.-
F)",CIRCULARPORUNCARRILADICIONALDECIRCULACIÓNENSENTIDOCONTRARIOALESTIPULADO,"500.0

250.0",Conductor,,"
SENTIDOCONTRARIO"
CIR,"042

018","1

-","
5E","
0",Grave076.-C),CIRCULARPORUNCARRILADICIONALDECIRCULACIÓNALTERANDOSUSELEMENTOSDEBALIZAMIENTO,"200.0

100.0",Conductor,,"

BALIZAMIENTO"
CIR,"

043

019","

1

-","


5A","


6","

Muygrave077.-
F)","CIRCULARENSENTIDOCONTRARIOALESTIPULADOENVÍADEDOBLESENTIDODECIRCULACIÓN,DONDEEXISTEUNAISLETA,UNREFUGIOOUNDISPOSITIVO
DEGUÍA","

500.0

250.0",Conductor,,"

SENTIDOCONTRARIO"
CIR,"043

019","2

-","
5A","
6","Muygrave077.-
F)","CIRCULARPORUNAPLAZA,GLORIETAOENCUENTRODEVÍASENSENTIDOCONTRARIOALESTIPULADO","500.0

250.0",Conductor,"NOTA:Enplazas,glorietasyencuentrosdevías,losvehiculoscircularándejandoasuizquierdaelcentrodelasmismas.","
SENTIDOCONTRARIO"
CIR,"





044

015","





1

-","






5A","






6","





Muygrave077.-
F)","CIRCULARENSENTIDOCONTRARIOALESTIPULADOENVÍADIVIDIDAENDOSCALZADAS(SALVOCUANDOLACAUSADELACIRCULACIÓNENSENTIDOCONTRARIOHAYAPODIDOSERDEBIDAAUNERRORENLAPERCEPCIÓNDELCONDUCTOR,QUECIRCULAINVOLUNTARIAMENTEENSENTIDOCONTRARIODEBIDOAUNASITUACIÓN""PERMANENTE""VINCULADACONSUESTADOGENERAL
DESALUD)","





500.0

250.0",Conductor,"



NOTA:osilacausadetalacciónfuedebidaaunerrordelconductor,alincorporarseadichasvías,porfaltadeunaadecuadaseñalización,seenviaráinformedetalladoaJPTparaquepuedaadoptarlasmedidasqueestimeoportunas","





SENTIDOCONTRARIO"
CIR,"

044

015","

2

-","


5B","


6","

Muygrave077.-
F)","CIRCULARPORLACALZADA
LATERALocentral,ENSENTIDOCONTRARIOALESTIPULADOENLACORRESPONDIENTESEÑAL,ENUNAVÍADIVIDIDAENTRES
CALZADAS	","

500.0

250.0",Conductor,,"


SENTIDOCONTRARIO"
CIR,"





046

021","





1

1","






5A","






0","





Grave076.-M)","CIRCULARCONUNVEHÍCULOSINMODERARLAVELOCIDADY,ENSUCASO,SINDETENERSECUANDOLOEXIGENLASCIRCUNSTANCIAS(DEBERÁNINDICARSESUCINTAMENTETALESCIRCUNSTANCIAS:PRESENCIADEPEATONES,CICLISTAS,VEHÍCULOS,ANIMALES,INTERSECCIÓNES,COLEGIOS,OTROSLUGARESESPECIALES,CIRCUNSTANCIASMETEOROLÓGICAS,ESTADO
DELPAVIMENTO,ETC,)	","





200.0

100.0",Conductor,"




NOTA:Téngaseencuentalamodificacióndelaletraf)deestepreceptoporRD159/2021,de16demarzo","






VELOCIDAD"
CIR,"048

021","1

2","
5A","
6","Muygrave077.-
A)","CIRCULARA...KM/H,ESTANDOLIMITADALAVELOCIDADA...KM/H.(GRAVE)","600.0

300.0",Conductor,,"
VELOCIDAD"
CIR,"
048

021","
1

2","

5B","

6","
Muygrave077.-
A)","CIRCULARENELTRAMORESEÑADOAUNAVELOCIDADMEDIADE...
KM/H,ESTANDOLIMITADALA
VELOCIDADA...KM/H.","
600.0

300.0",Conductor,"NOTA:VELOCIDADMEDIAEN
TRAMODEVÍA(tantoparaautopistaoautovíaconaccesoscomoparaotroslugaresenqueesedetectelainfracción)","

VELOCIDAD"
CIR,"048

021","1

2","
5C","
6","Muygrave077.-
A)","CIRCULARA...KM/H,ESTANDOLIMITADALAVELOCIDADA...KM/H.","600.0

300.0",Conductor,NOTA:Sóloparacasosdetectadosentramosdeautopistayautovíadeaccesoalasciudades,"
VELOCIDAD"
CIR,"
048

021","
1

2","

5D","

6","
Muygrave077.-
A)","CIRCULARENELTRAMORESEÑADOAUNAVELOCIDADMEDIADE...
KM/H,ESTANDOLIMITADALA
VELOCIDADA...KM/H.","
600.0

300.0",Conductor,"NOTA:VELOCIDADMEDIAEN
TRAMODEVÍA(sóloparacasosdetectadosentramosdeautopistayautovíadeaccesoalasciudades)","

VELOCIDAD"
CIR,"048

021","1

2","
5E","
6",Grave076.-A),"CIRCULARA...KM/H,ESTANDOLIMITADALAVELOCIDADA...KM/H.","500.0

250.0",Conductor,,"
VELOCIDAD"
CIR,"
048

021","
1

2","

5F","

6","
Grave076.-A)","CIRCULARENELTRAMORESEÑADOAUNAVELOCIDADMEDIADE...
KM/H,ESTANDOLIMITADALA
VELOCIDADA...KM/H.","
500.0

250.0",Conductor,"NOTA:VELOCIDADMEDIAEN
TRAMODEVÍA(tantoparaautopistaoautovíaconaccesoscomoparaotroslugaresenqueesedetectelainfracción)","

VELOCIDAD"
CIR,"048

021","1

2","
5G","
4",Grave076.-A),"CIRCULARA...KM/H,ESTANDOLIMITADALAVELOCIDADA...KM/H.","400.0

200.0",Conductor,,"
VELOCIDAD"
CIR,"
048

021","
1

2","

5H","

4","
Grave076.-A)","CIRCULARENELTRAMORESEÑADOAUNAVELOCIDADMEDIADE...
KM/H,ESTANDOLIMITADALA
VELOCIDADA...KM/H.","
400.0

200.0",Conductor,"NOTA:VELOCIDADMEDIAEN
TRAMODEVÍA(tantoparaautopistaoautovíaconaccesoscomoparaotroslugaresenqueesedetectelainfracción)","

VELOCIDAD"
CIR,"048

021","1

2","
5I","
2",Grave076.-A),"CIRCULARA...KM/H,ESTANDOLIMITADALAVELOCIDADA...KM/H.","300.0

150.0",Conductor,,"
VELOCIDAD"
CIR,"
048

021","
1

2","

5J","

2","
Grave076.-A)","CIRCULARENELTRAMORESEÑADOAUNAVELOCIDADMEDIADE...
KM/H,ESTANDOLIMITADALA
VELOCIDADA...KM/H.","
300.0

150.0",Conductor,"NOTA:VELOCIDADMEDIAEN
TRAMODEVÍA(tantoparaautopistaoautovíaconaccesoscomoparaotroslugaresenqueesedetectelainfracción)","

VELOCIDAD"
CIR,"048

021","1

2","
5K","
0,2,4,6",Grave076.-A),"CIRCULARA...KM/H,ESTANDOLIMITADALAVELOCIDADA...KM/H.","

SINREDUC.",Conductor,"NOTA:Sóloparacasosdetectadosentramosdeautopistayautovíadeaccesoalasciudades.Importe
variableentre100y500euros.","

VELOCIDAD"
CIR,"
048

021","
1

2","

5L","

0,2,4,6","
Grave076.-A)","CIRCULARENELTRAMORESEÑADOAUNAVELOCIDADMEDIADE...
KM/H,ESTANDOLIMITADALAVELOCIDADA...KM/H.","


SINREDUC.",Conductor,"NOTA:VELOCIDADMEDIAEN
TRAMODEVÍA(sóloparacasosdetectadosentramosdeautopistayautovíadeaccesoalasciudades).Importevariableentre100y500euros.","

VELOCIDAD"
CIR,"048

021","1

2","
5M","
0,2,4,6",Grave076.-A),"CIRCULARA...KM/H,ESTANDOLIMITADALAVELOCIDADA...KM/H.","100.0

50.0",Conductor,,"
VELOCIDAD"
CIR,"
048

021","
1

2","

5N","

0,2,4,6","
Grave076.-A)","CIRCULARENELTRAMORESEÑADOAUNAVELOCIDADMEDIADE...
KM/H,ESTANDOLIMITADALA
VELOCIDADA...KM/H.","
100.0

50.0",Conductor,"NOTA:VELOCIDADMEDIAEN
TRAMODEVÍA(tantoparaautopistaoautovíaconaccesoscomoparaotroslugaresenqueesedetectelainfracción)","


VELOCIDAD"
CIR,"
049

021","
1

1","

5A","

0","
Grave076.-M)","CIRCULARAUNAVELOCIDADANORMALMENTEREDUCIDA,SINCAUSAJUSTIFICADA,ENTORPECIENDOLAMARCHA
DEOTROVEHÍCULO","
200.0

100.0",Conductor,,"
COMPORTAMIENTOINDEBIDO"
CIR,"
049

021","
1

1","

5B","

0","
Grave076.-M)","CIRCULARPORUNAAUTOPISTAOAUTOVÍACONUNVEHÍCULOAMOTORAUNAVELOCIDADINFERIORA
60KM/H","
200.0

100.0",Conductor,"
NOTA:Aunquenoseencuentrecirculandopordichotramoningúnotrovehículo","

VELOCIDAD"
CIR,"

049

021","

1

2","


5C","


0","


Grave076.-M)","CIRCULARPORUNAVÍACONUNVEHÍCULOAUNAVELOCIDADINFERIORALAMITADDELAGENÉRICAESTIPULADA(DEBERÁINDICARSELAVELOCIDADGENÉRICAESTIPULADAPARAELVEHÍCULOOBJETODE
DENUNCIA)","

200.0

100.0",Conductor,,"


COMPORTAMIENTOINDEBIDO"
CIR,"

049

021","

3

1","


5A","


0","


Grave076.-M)","NOUTILIZARDURANTELA
CIRCULACIÓNDEUNVEHÍCULOQUENOPUEDAALCANZARLAVELOCIDADMÍNIMAEXIGIDA,LASLUCESINDICADORASDEDIRECCIÓNCONSEÑALDEEMERGENCIA,EXISTIENDOPELIGRODE
ALCANCE	","

200.0

100.0",Conductor,,"



INMOVILIZACIÓNDELVEHÍCULO"
CIR,"050

021","1

3","
5A","
6","Muygrave077.-
A)","CIRCULARA...KM/H,ESTANDOLIMITADALAVELOCIDADA...KM/H.","600.0

300.0",Conductor,,"
VELOCIDAD"
CIR,"
050

021","
1

3","

5B","

6","
Muygrave077.-
A)","CIRCULARENELTRAMORESEÑADOAUNAVELOCIDADMEDIADE...
KM/H,ESTANDOLIMITADALA
VELOCIDADA...KM/H.","
600.0

300.0",Conductor,"NOTA:VELOCIDADMEDIAEN
TRAMODEVÍA(autovíaconaccesoscomoparaotroslugaresenqueesedetectelainfracción)","

VELOCIDAD"
CIR,"050

021","1

3","
5C","
6","Muygrave077.-
A)","CIRCULARA...KM/H,ESTANDOLIMITADALAVELOCIDADA...KM/H.","600.0

300.0",Conductor,NOTA:Sóloparacasosdetectadosentramosdeautopistayautovíadeaccesoalasciudades,"
VELOCIDAD"
CIR,"
050

021","
1

3","

5D","

6","
Muygrave077.-
A)","CIRCULARENELTRAMORESEÑADOAUNAVELOCIDADMEDIADE...
KM/H,ESTANDOLIMITADALA
VELOCIDADA...KM/H.","
600.0

300.0",Conductor,"NOTA:VELOCIDADMEDIAEN
TRAMODEVÍA(sóloparacasosdetectadosentramosdeautovíadeaccesoalasciudades)","

VELOCIDAD"
CIR,"050

021","1

3","
5E","
6",Grave076.-A),"CIRCULARA...KM/H,ESTANDOLIMITADALAVELOCIDADA...KM/H.","500.0

250.0",Conductor,,"
VELOCIDAD"
CIR,"
050

021","
1

3","

5F","

6","
Grave076.-A)","CIRCULARENELTRAMORESEÑADOAUNAVELOCIDADMEDIADE...
KM/H,ESTANDOLIMITADALA
VELOCIDADA...KM/H.","
500.0

250.0",Conductor,"NOTA:VELOCIDADMEDIAEN
TRAMODEVÍA(autovíaconaccesoscomoparaotroslugaresenqueesedetectelainfracción)","

VELOCIDAD"
CIR,"050

021","1

3","
5G","
4",Grave076.-A),"CIRCULARA...KM/H,ESTANDOLIMITADALAVELOCIDADA...KM/H.","400.0

200.0",Conductor,,"
VELOCIDAD"
CIR,"
050

021","
1

3","

5H","

4","
Grave076.-A)","CIRCULARENELTRAMORESEÑADOAUNAVELOCIDADMEDIADE...
KM/H,ESTANDOLIMITADALA
VELOCIDADA...KM/H.","
400.0

200.0",Conductor,"NOTA:VELOCIDADMEDIAEN
TRAMODEVÍA(autovíaconaccesoscomoparaotroslugaresenqueesedetectelainfracción)","

VELOCIDAD"
CIR,"050

021","1

3","
5I","
2",Grave076.-A),"CIRCULARA...KM/H,ESTANDOLIMITADALAVELOCIDADA...KM/H.","300.0

150.0",Conductor,,"
VELOCIDAD"
CIR,"
050

021","
1

3","

5J","

2","
Grave076.-A)","CIRCULARENELTRAMORESEÑADOAUNAVELOCIDADMEDIADE...
KM/H,ESTANDOLIMITADALA
VELOCIDADA...KM/H.","
300.0

150.0",Conductor,"NOTA:VELOCIDADMEDIAEN
TRAMODEVÍAautovíaconaccesoscomoparaotroslugaresenqueesedetectelainfracción)","

VELOCIDAD"
CIR,"050

021","1

3","
5K","
0,2,4,6",Grave076.-A),"CIRCULARA...KM/H,ESTANDOLIMITADALAVELOCIDADA...KM/H.","

SINREDUC.",Conductor,NOTA:Sóloparacasosdetectadosentramosdeautovíadeaccesoalasciudades.Importevariableentre100y500euros.,"
VELOCIDAD"
CIR,"
050

021","
1

3","

5L","

0,2,4,6","
Grave076.-A)","CIRCULARENELTRAMORESEÑADOAUNAVELOCIDADMEDIADE...
KM/H,ESTANDOLIMITADALA
VELOCIDADA...KM/H.","

SINREDUC.",Conductor,"NOTA:VELOCIDADMEDIAEN
TRAMODEVÍA(sóloparacasosdetectadosentramosdeautovíadeaccesoalasciudades).Importevariableentre100y500euros.","

VELOCIDAD"
